"Time","Display","Temperature","Temp_Reading","Temp_Alarm","Humidity","Hum_Reading","Hum_Alarm","Pressure","PSI_Reading","PSI_Alarm","Pitch","Roll","Yaw"
"Sat Mar  5 11:49:36 2016","1.00","20.27","0.00","1.00","40.91","-1.00","1.00","999.19","-1.00","1.00","3.19","46.64","188.11"
"Sat Mar  5 11:50:12 2016","1.00","20.10","0.00","1.00","40.64","-1.00","1.00","999.19","-1.00","1.00","1.77","45.89","189.29"
"Sat Mar  5 11:50:47 2016","1.00","20.31","0.00","1.00","40.82","-1.00","1.00","999.19","-1.00","1.00","3.74","46.48","190.00"
"Sat Mar  5 11:51:23 2016","1.00","20.30","0.00","1.00","41.55","-1.00","1.00","999.17","-1.00","1.00","2.61","46.52","190.82"
"Sat Mar  5 11:51:59 2016","1.00","20.30","0.00","1.00","40.45","-1.00","1.00","999.13","-1.00","1.00","2.87","47.02","191.43"
"Sat Mar  5 11:52:34 2016","1.00","20.13","0.00","1.00","41.65","-1.00","1.00","999.18","-1.00","1.00","1.16","47.03","192.06"
"Sat Mar  5 11:53:10 2016","1.00","20.20","0.00","1.00","40.75","-1.00","1.00","999.18","-1.00","1.00","2.38","47.03","192.89"
"Sat Mar  5 11:53:45 2016","1.00","20.24","0.00","1.00","40.70","-1.00","1.00","999.18","-1.00","1.00","2.99","47.00","193.39"
"Sat Mar  5 11:54:21 2016","1.00","20.04","0.00","1.00","40.89","-1.00","1.00","999.21","-1.00","1.00","2.76","47.00","194.31"
"Sat Mar  5 11:54:57 2016","1.00","20.28","0.00","1.00","40.95","-1.00","1.00","999.21","-1.00","1.00","0.25","47.03","196.06"
"Sat Mar  5 11:55:33 2016","1.00","20.02","0.00","1.00","40.44","-1.00","1.00","999.18","-1.00","1.00","1.79","47.12","196.46"
"Sat Mar  5 11:56:08 2016","1.00","20.28","0.00","1.00","40.54","-1.00","1.00","999.13","-1.00","1.00","2.91","46.49","197.50"
"Sat Mar  5 11:56:44 2016","1.00","20.22","0.00","1.00","41.16","-1.00","1.00","999.20","-1.00","1.00","0.64","46.96","198.81"
"Sat Mar  5 11:57:19 2016","1.00","20.11","0.00","1.00","40.85","-1.00","1.00","999.21","-1.00","1.00","1.38","46.68","199.46"
"Sat Mar  5 11:57:55 2016","1.00","20.24","0.00","1.00","40.69","-1.00","1.00","999.18","-1.00","1.00","2.25","46.65","200.20"
"Sat Mar  5 11:58:30 2016","1.00","20.23","0.00","1.00","40.54","-1.00","1.00","999.21","-1.00","1.00","1.95","46.53","202.58"
"Sat Mar  5 11:59:06 2016","1.00","20.27","0.00","1.00","40.28","-1.00","1.00","999.24","-1.00","1.00","1.47","46.98","203.16"
"Sat Mar  5 11:59:41 2016","1.00","20.29","0.00","1.00","40.64","-1.00","1.00","999.21","-1.00","1.00","2.00","46.73","204.61"
"Sat Mar  5 12:00:17 2016","1.00","20.10","0.00","1.00","39.74","-1.00","1.00","999.21","-1.00","1.00","1.69","47.01","205.71"
"Sat Mar  5 12:00:52 2016","1.00","20.24","0.00","1.00","41.00","-1.00","1.00","999.23","-1.00","1.00","2.48","46.67","207.11"
"Sat Mar  5 12:01:28 2016","1.00","20.08","0.00","1.00","40.71","-1.00","1.00","999.18","-1.00","1.00","3.01","46.77","208.86"
"Sat Mar  5 12:02:04 2016","1.00","20.13","0.00","1.00","40.48","-1.00","1.00","999.23","-1.00","1.00","2.93","46.93","210.99"
"Sat Mar  5 12:02:39 2016","1.00","20.29","0.00","1.00","40.61","-1.00","1.00","999.27","-1.00","1.00","1.36","46.65","211.95"
"Sat Mar  5 12:03:15 2016","1.00","20.30","0.00","1.00","40.84","-1.00","1.00","999.27","-1.00","1.00","2.18","46.74","213.51"
"Sat Mar  5 12:03:50 2016","1.00","20.14","0.00","1.00","40.88","-1.00","1.00","999.30","-1.00","1.00","2.63","46.67","216.31"
"Sat Mar  5 12:04:26 2016","1.00","20.26","0.00","1.00","40.68","-1.00","1.00","999.36","-1.00","1.00","2.53","46.57","217.81"
"Sat Mar  5 12:05:01 2016","1.00","20.30","0.00","1.00","40.70","-1.00","1.00","999.30","-1.00","1.00","2.60","46.75","219.59"
"Sat Mar  5 12:05:37 2016","1.00","20.21","0.00","1.00","40.62","-1.00","1.00","999.33","-1.00","1.00","1.84","47.16","221.94"
"Sat Mar  5 12:06:13 2016","1.00","20.16","0.00","1.00","40.58","-1.00","1.00","999.34","-1.00","1.00","2.87","47.21","223.63"
"Sat Mar  5 12:06:48 2016","1.00","20.20","0.00","1.00","40.67","-1.00","1.00","999.36","-1.00","1.00","2.63","47.04","226.05"
"Sat Mar  5 12:07:24 2016","1.00","20.21","0.00","1.00","40.20","-1.00","1.00","999.38","-1.00","1.00","2.78","47.29","228.83"
"Sat Mar  5 12:08:00 2016","1.00","20.22","0.00","1.00","40.82","-1.00","1.00","999.37","-1.00","1.00","2.80","46.66","231.22"
"Sat Mar  5 12:08:35 2016","1.00","20.28","0.00","1.00","40.69","-1.00","1.00","999.40","-1.00","1.00","2.39","47.16","234.70"
"Sat Mar  5 12:09:11 2016","1.00","20.13","0.00","1.00","40.75","-1.00","1.00","999.36","-1.00","1.00","1.72","47.07","237.54"
"Sat Mar  5 12:09:47 2016","1.00","20.14","0.00","1.00","40.65","-1.00","1.00","999.40","-1.00","1.00","2.60","46.50","239.93"
"Sat Mar  5 12:10:22 2016","1.00","20.25","0.00","1.00","40.57","-1.00","1.00","999.41","-1.00","1.00","2.33","47.10","242.79"
"Sat Mar  5 12:10:58 2016","1.00","20.25","0.00","1.00","40.82","-1.00","1.00","999.40","-1.00","1.00","2.64","46.53","246.29"
"Sat Mar  5 12:11:34 2016","1.00","20.25","0.00","1.00","40.67","-1.00","1.00","999.46","-1.00","1.00","2.65","47.22","250.68"
"Sat Mar  5 12:12:09 2016","1.00","20.26","0.00","1.00","39.95","-1.00","1.00","999.41","-1.00","1.00","2.48","47.23","254.29"
"Sat Mar  5 12:12:45 2016","1.00","20.09","0.00","1.00","39.77","-1.00","1.00","999.43","-1.00","1.00","2.72","46.77","258.44"
"Sat Mar  5 12:13:20 2016","1.00","20.12","0.00","1.00","40.59","-1.00","1.00","999.46","-1.00","1.00","2.90","47.18","263.03"
"Sat Mar  5 12:13:56 2016","1.00","20.17","0.00","1.00","40.67","-1.00","1.00","999.45","-1.00","1.00","3.05","46.75","267.18"
"Sat Mar  5 12:14:32 2016","1.00","20.31","0.00","1.00","39.40","-1.00","1.00","999.44","-1.00","1.00","2.25","47.12","271.25"
"Sat Mar  5 12:15:07 2016","1.00","20.03","0.00","1.00","41.34","-1.00","1.00","999.46","-1.00","1.00","3.04","46.92","276.65"
"Sat Mar  5 12:15:43 2016","1.00","20.26","0.00","1.00","40.72","-1.00","1.00","999.48","-1.00","1.00","2.70","46.82","280.60"
"Sat Mar  5 12:16:19 2016","1.00","20.13","0.00","1.00","40.54","-1.00","1.00","999.42","-1.00","1.00","1.69","46.66","284.99"
"Sat Mar  5 12:16:55 2016","1.00","20.20","0.00","1.00","40.59","-1.00","1.00","999.43","-1.00","1.00","1.37","46.92","288.90"
"Sat Mar  5 12:17:30 2016","1.00","20.05","0.00","1.00","40.22","-1.00","1.00","999.46","-1.00","1.00","1.83","46.11","293.11"
"Sat Mar  5 12:18:06 2016","1.00","20.31","0.00","1.00","41.06","-1.00","1.00","999.46","-1.00","1.00","2.70","46.44","297.98"
"Sat Mar  5 12:18:42 2016","1.00","20.26","0.00","1.00","40.65","-1.00","1.00","999.47","-1.00","1.00","4.24","46.72","301.31"
"Sat Mar  5 12:19:17 2016","1.00","20.38","0.00","1.00","40.53","-1.00","1.00","999.49","-1.00","1.00","2.72","46.92","304.92"
"Sat Mar  5 12:19:53 2016","1.00","20.21","0.00","1.00","40.51","-1.00","1.00","999.47","-1.00","1.00","2.76","46.68","308.90"
"Sat Mar  5 12:20:29 2016","1.00","20.20","0.00","1.00","40.59","-1.00","1.00","999.50","-1.00","1.00","2.58","46.53","312.91"
"Sat Mar  5 12:21:04 2016","1.00","20.25","0.00","1.00","40.63","-1.00","1.00","999.54","-1.00","1.00","2.55","46.31","315.78"
"Sat Mar  5 12:21:40 2016","1.00","20.21","0.00","1.00","42.34","-1.00","1.00","999.52","-1.00","1.00","2.56","46.64","319.67"
"Sat Mar  5 12:22:15 2016","1.00","20.29","0.00","1.00","40.73","-1.00","1.00","999.53","-1.00","1.00","3.58","47.06","322.30"
"Sat Mar  5 12:22:51 2016","1.00","20.02","0.00","1.00","38.97","-1.00","1.00","999.51","-1.00","1.00","2.82","46.88","324.87"
"Sat Mar  5 12:23:26 2016","1.00","20.11","0.00","1.00","40.24","-1.00","1.00","999.57","-1.00","1.00","2.53","46.24","327.14"
"Sat Mar  5 12:24:02 2016","1.00","20.32","0.00","1.00","40.42","-1.00","1.00","999.56","-1.00","1.00","1.84","46.00","329.35"
"Sat Mar  5 12:24:38 2016","1.00","20.09","0.00","1.00","40.39","-1.00","1.00","999.53","-1.00","1.00","2.62","47.31","331.96"
"Sat Mar  5 12:25:13 2016","1.00","20.22","0.00","1.00","40.09","-1.00","1.00","999.56","-1.00","1.00","2.41","46.76","334.41"
"Sat Mar  5 12:25:49 2016","1.00","20.26","0.00","1.00","40.57","-1.00","1.00","999.60","-1.00","1.00","2.68","46.46","336.23"
"Sat Mar  5 12:26:25 2016","1.00","20.15","0.00","1.00","40.28","-1.00","1.00","999.60","-1.00","1.00","2.85","46.49","339.21"
"Sat Mar  5 12:27:00 2016","1.00","20.14","0.00","1.00","40.27","-1.00","1.00","999.55","-1.00","1.00","1.65","46.40","341.17"
"Sat Mar  5 12:27:36 2016","1.00","20.32","0.00","1.00","40.74","-1.00","1.00","999.57","-1.00","1.00","2.70","46.51","342.86"
"Sat Mar  5 12:28:11 2016","1.00","20.27","0.00","1.00","40.62","-1.00","1.00","999.59","-1.00","1.00","3.54","47.00","343.46"
"Sat Mar  5 12:28:47 2016","1.00","20.21","0.00","1.00","40.62","-1.00","1.00","999.59","-1.00","1.00","2.46","46.14","344.98"
"Sat Mar  5 12:29:23 2016","1.00","20.26","0.00","1.00","40.74","-1.00","1.00","999.61","-1.00","1.00","2.82","46.64","347.51"
"Sat Mar  5 12:29:58 2016","1.00","20.25","0.00","1.00","40.43","-1.00","1.00","999.65","-1.00","1.00","2.78","46.06","349.55"
"Sat Mar  5 12:30:34 2016","1.00","20.25","0.00","1.00","40.57","-1.00","1.00","999.62","-1.00","1.00","359.82","46.02","349.33"
"Sat Mar  5 12:31:10 2016","1.00","20.26","0.00","1.00","40.63","-1.00","1.00","999.60","-1.00","1.00","3.52","47.00","351.05"
"Sat Mar  5 12:31:45 2016","1.00","20.16","0.00","1.00","40.51","-1.00","1.00","999.59","-1.00","1.00","1.86","45.81","354.27"
"Sat Mar  5 12:32:21 2016","1.00","20.23","0.00","1.00","41.83","-1.00","1.00","999.61","-1.00","1.00","2.61","46.61","354.51"
"Sat Mar  5 12:32:57 2016","1.00","20.19","0.00","1.00","40.30","-1.00","1.00","999.56","-1.00","1.00","3.35","46.64","356.33"
"Sat Mar  5 12:33:32 2016","1.00","20.12","0.00","1.00","40.54","-1.00","1.00","999.61","-1.00","1.00","3.37","46.40","357.33"
"Sat Mar  5 12:34:07 2016","1.00","20.22","0.00","1.00","40.69","-1.00","1.00","999.64","-1.00","1.00","2.83","46.41","358.08"
"Sat Mar  5 12:34:43 2016","1.00","20.22","0.00","1.00","40.61","-1.00","1.00","999.63","-1.00","1.00","2.33","46.23","0.04"
"Sat Mar  5 12:35:19 2016","1.00","20.12","0.00","1.00","40.43","-1.00","1.00","999.63","-1.00","1.00","1.54","46.41","0.55"
"Sat Mar  5 12:35:54 2016","1.00","20.12","0.00","1.00","40.72","-1.00","1.00","999.62","-1.00","1.00","3.45","45.33","5.36"
"Sat Mar  5 12:36:30 2016","1.00","20.22","0.00","1.00","40.70","-1.00","1.00","999.64","-1.00","1.00","2.42","46.07","5.93"
"Sat Mar  5 12:37:06 2016","1.00","20.24","0.00","1.00","40.21","-1.00","1.00","999.64","-1.00","1.00","2.97","45.86","8.13"
"Sat Mar  5 12:37:41 2016","1.00","19.94","0.00","1.00","40.52","-1.00","1.00","999.62","-1.00","1.00","1.86","46.12","9.94"
"Sat Mar  5 12:38:17 2016","1.00","20.21","0.00","1.00","40.83","-1.00","1.00","999.64","-1.00","1.00","0.79","46.70","13.33"
"Sat Mar  5 12:38:52 2016","1.00","20.24","0.00","1.00","40.57","-1.00","1.00","999.70","-1.00","1.00","2.29","45.93","16.40"
"Sat Mar  5 12:39:28 2016","1.00","20.22","0.00","1.00","40.56","-1.00","1.00","999.65","-1.00","1.00","0.54","46.30","19.15"
"Sat Mar  5 12:40:04 2016","1.00","20.18","0.00","1.00","40.60","-1.00","1.00","999.64","-1.00","1.00","2.40","46.63","20.77"
"Sat Mar  5 12:40:39 2016","1.00","20.10","0.00","1.00","40.72","-1.00","1.00","999.59","-1.00","1.00","2.59","46.60","27.41"
"Sat Mar  5 12:41:15 2016","1.00","20.09","0.00","1.00","40.20","-1.00","1.00","999.59","-1.00","1.00","3.19","45.66","36.59"
"Sat Mar  5 12:41:50 2016","1.00","20.11","0.00","1.00","40.58","-1.00","1.00","999.63","-1.00","1.00","3.11","46.05","43.59"
"Sat Mar  5 12:42:26 2016","1.00","19.97","0.00","1.00","40.64","-1.00","1.00","999.59","-1.00","1.00","1.70","46.24","49.61"
"Sat Mar  5 12:43:02 2016","1.00","20.15","0.00","1.00","40.28","-1.00","1.00","999.60","-1.00","1.00","2.24","46.18","57.16"
"Sat Mar  5 12:43:37 2016","1.00","20.10","0.00","1.00","40.45","-1.00","1.00","999.62","-1.00","1.00","2.47","46.70","67.02"
"Sat Mar  5 12:44:13 2016","1.00","20.12","0.00","1.00","41.07","-1.00","1.00","999.58","-1.00","1.00","1.98","46.36","77.23"
"Sat Mar  5 12:44:48 2016","1.00","20.15","0.00","1.00","40.52","-1.00","1.00","999.61","-1.00","1.00","1.13","45.76","87.68"
"Sat Mar  5 12:45:24 2016","1.00","20.34","0.00","1.00","40.55","-1.00","1.00","999.62","-1.00","1.00","2.71","46.21","101.06"
"Sat Mar  5 12:46:00 2016","1.00","20.25","0.00","1.00","41.84","-1.00","1.00","999.67","-1.00","1.00","2.47","46.70","107.67"
"Sat Mar  5 12:46:35 2016","1.00","20.12","0.00","1.00","41.88","-1.00","1.00","999.57","-1.00","1.00","2.16","46.02","114.16"
"Sat Mar  5 12:47:11 2016","1.00","20.05","0.00","1.00","40.06","-1.00","1.00","999.64","-1.00","1.00","2.35","46.12","119.58"
"Sat Mar  5 12:47:47 2016","1.00","20.21","0.00","1.00","40.81","-1.00","1.00","999.60","-1.00","1.00","2.42","46.36","126.53"
"Sat Mar  5 12:48:22 2016","1.00","20.19","0.00","1.00","40.47","-1.00","1.00","999.56","-1.00","1.00","4.62","46.13","131.28"
"Sat Mar  5 12:48:58 2016","1.00","20.22","0.00","1.00","40.94","-1.00","1.00","999.59","-1.00","1.00","3.66","46.56","134.90"
"Sat Mar  5 12:49:33 2016","1.00","20.07","0.00","1.00","41.37","-1.00","1.00","999.57","-1.00","1.00","1.94","45.70","137.51"
"Sat Mar  5 12:50:08 2016","1.00","20.30","0.00","1.00","40.56","-1.00","1.00","999.62","-1.00","1.00","2.60","46.56","141.48"
"Sat Mar  5 12:50:44 2016","1.00","20.27","0.00","1.00","41.29","-1.00","1.00","999.60","-1.00","1.00","2.54","46.45","143.63"
"Sat Mar  5 12:51:19 2016","1.00","20.21","0.00","1.00","40.59","-1.00","1.00","999.65","-1.00","1.00","2.37","46.55","145.58"
"Sat Mar  5 12:51:55 2016","1.00","20.22","0.00","1.00","40.71","-1.00","1.00","999.64","-1.00","1.00","3.93","46.57","147.84"
"Sat Mar  5 12:52:30 2016","1.00","20.22","0.00","1.00","40.72","-1.00","1.00","999.59","-1.00","1.00","2.78","46.37","149.37"
"Sat Mar  5 12:53:05 2016","1.00","20.16","0.00","1.00","40.55","-1.00","1.00","999.58","-1.00","1.00","2.71","46.88","151.46"
"Sat Mar  5 12:53:41 2016","1.00","20.08","0.00","1.00","40.60","-1.00","1.00","999.54","-1.00","1.00","1.56","46.04","151.13"
"Sat Mar  5 12:54:17 2016","1.00","20.14","0.00","1.00","40.49","-1.00","1.00","999.60","-1.00","1.00","2.85","46.43","153.86"
"Sat Mar  5 12:54:52 2016","1.00","20.13","0.00","1.00","40.82","-1.00","1.00","999.57","-1.00","1.00","2.43","46.36","154.08"
"Sat Mar  5 12:55:28 2016","1.00","20.23","0.00","1.00","40.57","-1.00","1.00","999.57","-1.00","1.00","3.60","46.61","154.50"
"Sat Mar  5 12:56:03 2016","1.00","20.14","0.00","1.00","42.81","-1.00","1.00","999.57","-1.00","1.00","1.15","46.09","155.13"
"Sat Mar  5 12:56:39 2016","1.00","20.09","0.00","1.00","40.38","-1.00","1.00","999.61","-1.00","1.00","2.54","46.45","156.25"
"Sat Mar  5 12:57:14 2016","1.00","20.15","0.00","1.00","40.83","-1.00","1.00","999.57","-1.00","1.00","2.59","46.47","156.96"
"Sat Mar  5 12:57:50 2016","1.00","20.23","0.00","1.00","40.57","-1.00","1.00","999.63","-1.00","1.00","2.14","46.49","157.67"
"Sat Mar  5 12:58:25 2016","1.00","20.23","0.00","1.00","40.19","-1.00","1.00","999.63","-1.00","1.00","2.57","46.65","158.03"
"Sat Mar  5 12:59:01 2016","1.00","20.27","0.00","1.00","40.62","-1.00","1.00","999.55","-1.00","1.00","2.55","46.81","158.25"
"Sat Mar  5 12:59:37 2016","1.00","20.17","0.00","1.00","42.37","-1.00","1.00","999.56","-1.00","1.00","2.17","47.04","158.36"
"Sat Mar  5 13:00:12 2016","1.00","20.13","0.00","1.00","40.66","-1.00","1.00","999.54","-1.00","1.00","2.49","47.04","159.47"
"Sat Mar  5 13:00:48 2016","1.00","20.15","0.00","1.00","40.75","-1.00","1.00","999.53","-1.00","1.00","2.51","46.57","159.30"
"Sat Mar  5 13:01:23 2016","1.00","20.22","0.00","1.00","40.69","-1.00","1.00","999.56","-1.00","1.00","2.52","46.50","159.55"
"Sat Mar  5 13:01:58 2016","1.00","20.28","0.00","1.00","38.94","-1.00","1.00","999.57","-1.00","1.00","2.13","46.57","160.28"
"Sat Mar  5 13:02:34 2016","1.00","20.25","0.00","1.00","40.83","-1.00","1.00","999.51","-1.00","1.00","2.21","46.37","160.15"
"Sat Mar  5 13:03:10 2016","1.00","20.11","0.00","1.00","40.86","-1.00","1.00","999.49","-1.00","1.00","2.64","46.72","160.44"
"Sat Mar  5 13:03:45 2016","1.00","20.24","0.00","1.00","40.43","-1.00","1.00","999.56","-1.00","1.00","2.37","46.89","160.91"
"Sat Mar  5 13:04:21 2016","1.00","20.24","0.00","1.00","40.50","-1.00","1.00","999.53","-1.00","1.00","2.83","47.27","161.08"
"Sat Mar  5 13:04:57 2016","1.00","20.19","0.00","1.00","40.71","-1.00","1.00","999.49","-1.00","1.00","2.71","46.29","161.82"
"Sat Mar  5 13:05:32 2016","1.00","20.31","0.00","1.00","40.49","-1.00","1.00","999.52","-1.00","1.00","3.76","47.14","161.95"
"Sat Mar  5 13:06:08 2016","1.00","20.04","0.00","1.00","40.16","-1.00","1.00","999.53","-1.00","1.00","3.00","46.74","162.37"
"Sat Mar  5 13:06:44 2016","1.00","20.20","0.00","1.00","40.64","-1.00","1.00","999.52","-1.00","1.00","2.53","46.34","163.21"
"Sat Mar  5 13:07:19 2016","1.00","20.10","0.00","1.00","40.53","-1.00","1.00","999.50","-1.00","1.00","1.78","46.62","163.07"
"Sat Mar  5 13:07:55 2016","1.00","20.21","0.00","1.00","40.53","-1.00","1.00","999.51","-1.00","1.00","2.72","46.75","163.88"
"Sat Mar  5 13:08:31 2016","1.00","20.21","0.00","1.00","40.78","-1.00","1.00","999.50","-1.00","1.00","2.68","46.75","163.97"
"Sat Mar  5 13:09:06 2016","1.00","19.98","0.00","1.00","40.75","-1.00","1.00","999.52","-1.00","1.00","2.58","46.79","164.61"
"Sat Mar  5 13:09:42 2016","1.00","20.05","0.00","1.00","40.59","-1.00","1.00","999.51","-1.00","1.00","2.67","47.03","165.69"
"Sat Mar  5 13:10:17 2016","1.00","20.16","0.00","1.00","40.56","-1.00","1.00","999.53","-1.00","1.00","2.80","46.80","166.13"
"Sat Mar  5 13:10:53 2016","1.00","20.04","0.00","1.00","40.65","-1.00","1.00","999.49","-1.00","1.00","2.61","46.46","166.74"
"Sat Mar  5 13:11:29 2016","1.00","20.23","0.00","1.00","41.13","-1.00","1.00","999.54","-1.00","1.00","2.62","46.88","167.93"
"Sat Mar  5 13:12:04 2016","1.00","19.95","0.00","1.00","40.39","-1.00","1.00","999.49","-1.00","1.00","2.79","46.71","168.61"
"Sat Mar  5 13:12:40 2016","1.00","20.02","0.00","1.00","40.10","-1.00","1.00","999.53","-1.00","1.00","2.80","46.59","168.78"
"Sat Mar  5 13:13:15 2016","1.00","20.24","0.00","1.00","40.71","-1.00","1.00","999.52","-1.00","1.00","2.87","46.75","170.18"
"Sat Mar  5 13:13:51 2016","1.00","20.18","0.00","1.00","40.35","-1.00","1.00","999.53","-1.00","1.00","2.72","47.05","170.79"
"Sat Mar  5 13:14:27 2016","1.00","20.19","0.00","1.00","40.77","-1.00","1.00","999.49","-1.00","1.00","2.60","46.64","171.65"
"Sat Mar  5 13:15:03 2016","1.00","20.18","0.00","1.00","40.56","-1.00","1.00","999.50","-1.00","1.00","2.80","47.30","172.95"
"Sat Mar  5 13:15:38 2016","1.00","20.10","0.00","1.00","40.67","-1.00","1.00","999.52","-1.00","1.00","2.12","46.79","173.59"
"Sat Mar  5 13:16:14 2016","1.00","20.08","0.00","1.00","40.54","-1.00","1.00","999.48","-1.00","1.00","2.31","46.83","174.46"
"Sat Mar  5 13:16:50 2016","1.00","20.01","0.00","1.00","41.02","-1.00","1.00","999.56","-1.00","1.00","3.06","47.26","175.46"
"Sat Mar  5 13:17:25 2016","1.00","20.09","0.00","1.00","40.48","-1.00","1.00","999.47","-1.00","1.00","2.66","46.56","176.78"
"Sat Mar  5 13:18:01 2016","1.00","20.23","0.00","1.00","41.34","-1.00","1.00","999.46","-1.00","1.00","2.59","46.61","177.48"
"Sat Mar  5 13:18:36 2016","1.00","20.18","0.00","1.00","40.67","-1.00","1.00","999.47","-1.00","1.00","2.61","46.80","178.71"
"Sat Mar  5 13:19:12 2016","1.00","20.06","0.00","1.00","40.47","-1.00","1.00","999.46","-1.00","1.00","2.19","46.28","179.65"
"Sat Mar  5 13:19:47 2016","1.00","20.13","0.00","1.00","40.65","-1.00","1.00","999.49","-1.00","1.00","3.14","46.51","180.03"
"Sat Mar  5 13:20:23 2016","1.00","20.22","0.00","1.00","40.81","-1.00","1.00","999.47","-1.00","1.00","2.53","46.85","181.29"
"Sat Mar  5 13:20:58 2016","1.00","20.12","0.00","1.00","40.76","-1.00","1.00","999.48","-1.00","1.00","2.16","46.67","182.43"
"Sat Mar  5 13:21:34 2016","1.00","20.25","0.00","1.00","40.64","-1.00","1.00","999.49","-1.00","1.00","2.48","46.55","183.01"
"Sat Mar  5 13:22:10 2016","1.00","20.19","0.00","1.00","40.71","-1.00","1.00","999.50","-1.00","1.00","1.16","46.80","184.04"
"Sat Mar  5 13:22:45 2016","1.00","20.04","0.00","1.00","41.05","-1.00","1.00","999.50","-1.00","1.00","2.69","46.37","184.98"
"Sat Mar  5 13:23:20 2016","1.00","20.09","0.00","1.00","40.89","-1.00","1.00","999.48","-1.00","1.00","2.79","46.78","185.77"
"Sat Mar  5 13:23:56 2016","1.00","20.04","0.00","1.00","40.58","-1.00","1.00","999.51","-1.00","1.00","2.97","46.50","187.06"
"Sat Mar  5 13:24:32 2016","1.00","20.21","0.00","1.00","40.84","-1.00","1.00","999.53","-1.00","1.00","3.26","46.45","188.04"
"Sat Mar  5 13:25:07 2016","1.00","20.11","0.00","1.00","40.68","-1.00","1.00","999.48","-1.00","1.00","1.55","47.16","188.81"
"Sat Mar  5 13:25:43 2016","1.00","20.24","0.00","1.00","40.66","-1.00","1.00","999.45","-1.00","1.00","2.88","46.26","190.60"
"Sat Mar  5 13:26:19 2016","1.00","20.21","0.00","1.00","41.07","-1.00","1.00","999.46","-1.00","1.00","2.58","46.54","191.17"
"Sat Mar  5 13:26:55 2016","1.00","20.16","0.00","1.00","41.73","-1.00","1.00","999.51","-1.00","1.00","2.76","46.71","191.43"
"Sat Mar  5 13:27:30 2016","1.00","20.07","0.00","1.00","40.51","-1.00","1.00","999.41","-1.00","1.00","1.28","47.12","192.85"
"Sat Mar  5 13:28:05 2016","1.00","20.20","0.00","1.00","40.62","-1.00","1.00","999.48","-1.00","1.00","2.43","46.73","193.80"
"Sat Mar  5 13:28:41 2016","1.00","20.03","0.00","1.00","40.88","-1.00","1.00","999.42","-1.00","1.00","2.68","46.99","195.27"
"Sat Mar  5 13:29:17 2016","1.00","20.11","0.00","1.00","40.67","-1.00","1.00","999.46","-1.00","1.00","2.59","46.72","195.69"
"Sat Mar  5 13:29:53 2016","1.00","20.12","0.00","1.00","41.67","-1.00","1.00","999.46","-1.00","1.00","2.60","46.50","196.98"
"Sat Mar  5 13:30:29 2016","1.00","20.04","0.00","1.00","40.66","-1.00","1.00","999.43","-1.00","1.00","2.02","46.68","198.58"
"Sat Mar  5 13:31:04 2016","1.00","20.19","0.00","1.00","40.55","-1.00","1.00","999.44","-1.00","1.00","2.49","46.62","199.55"
"Sat Mar  5 13:31:40 2016","1.00","20.09","0.00","1.00","39.34","-1.00","1.00","999.41","-1.00","1.00","1.75","47.06","201.36"
"Sat Mar  5 13:32:16 2016","1.00","20.22","0.00","1.00","41.35","-1.00","1.00","999.45","-1.00","1.00","2.29","47.07","202.08"
"Sat Mar  5 13:32:51 2016","1.00","20.21","0.00","1.00","41.28","-1.00","1.00","999.44","-1.00","1.00","2.51","46.66","203.49"
"Sat Mar  5 13:33:27 2016","1.00","20.25","0.00","1.00","40.77","-1.00","1.00","999.40","-1.00","1.00","1.51","46.86","204.92"
"Sat Mar  5 13:34:02 2016","1.00","20.23","0.00","1.00","40.92","-1.00","1.00","999.41","-1.00","1.00","2.67","46.41","206.49"
"Sat Mar  5 13:34:38 2016","1.00","20.09","0.00","1.00","40.80","-1.00","1.00","999.43","-1.00","1.00","1.87","47.26","208.36"
"Sat Mar  5 13:35:14 2016","1.00","20.27","0.00","1.00","40.70","-1.00","1.00","999.48","-1.00","1.00","2.53","46.58","209.59"
"Sat Mar  5 13:35:50 2016","1.00","20.26","0.00","1.00","40.52","-1.00","1.00","999.47","-1.00","1.00","2.88","46.76","211.48"
"Sat Mar  5 13:36:25 2016","1.00","20.25","0.00","1.00","40.66","-1.00","1.00","999.49","-1.00","1.00","2.83","46.54","213.24"
"Sat Mar  5 13:37:00 2016","1.00","20.23","0.00","1.00","41.30","-1.00","1.00","999.42","-1.00","1.00","2.56","46.47","214.45"
"Sat Mar  5 13:37:36 2016","1.00","20.29","0.00","1.00","41.38","-1.00","1.00","999.41","-1.00","1.00","3.37","47.12","217.33"
"Sat Mar  5 13:38:12 2016","1.00","20.22","0.00","1.00","40.73","-1.00","1.00","999.39","-1.00","1.00","3.28","46.28","219.47"
"Sat Mar  5 13:38:48 2016","1.00","20.14","0.00","1.00","41.94","-1.00","1.00","999.37","-1.00","1.00","1.20","46.91","220.66"
"Sat Mar  5 13:39:23 2016","1.00","19.95","0.00","1.00","40.59","-1.00","1.00","999.39","-1.00","1.00","2.93","46.73","223.89"
"Sat Mar  5 13:39:59 2016","1.00","20.21","0.00","1.00","40.58","-1.00","1.00","999.34","-1.00","1.00","2.66","47.10","225.57"
"Sat Mar  5 13:40:35 2016","1.00","20.12","0.00","1.00","40.58","-1.00","1.00","999.33","-1.00","1.00","2.32","46.72","227.79"
